Actor Type,Actor Type (group),Attack Context,Attack Context (group),Calculation2,Calculation2 - Split 2,City,Country,Country Code,Day Of Dateclean,Details,Incident Id,Lat,Location,Long,Means Of Attack,Means Of Attack (group),Region,Gender Female,Gender Male,Gender Unknown,Latitude,Longitude,Total Affected,Total Internationals,Total Kidnapped,Total Killed,Total Nationals,Total Wounded
Unknown,Unknown,Unknown,Other,103.099916 14.07092855),14.07092855),,Cambodia,KH,1/1/1997,1 ICRC national staff killed while working in Banteay Meanchey province.,1,103.099916,POINT(103.099916 14.07092855),14.07092855,Unknown,Other,Banteay Meanchey,0,0,1,14.07092855,103.099916,1,0,0,1,1,0
Unknown,Unknown,Raid,Raid,29.63497 -1.49984),-1.49984),Ruhengeri,Rwanda,RW,1/1/1997,"3 INGO international (Spanish) staff killed, 1 INGO international (US) staff gravely wounded during armed raid on INGO compound in Ruhengeri, Rwanda.",2,29.63497,POINT(29.63497 -1.49984),-1.49984,Shooting,Shooting,Northern,1,3,0,-1.49984,29.63497,4,4,0,3,0,1
Non-state armed group: Regional,Non-state armed group,Ambush,Ambush,41.16667 2.25),2.25),Tulo-Burago,Somalia,SO,6/1/1997,"1 UN national staff beheaded by Al-Ittihad militia after ambush near Tulo-Burago village in Gedo region. Another 3 UN national staff (not included) bound, questioned and later released. The victim, a senior SNF Commander, was the apparent target of the Al-Ittihad militia.",11,41.16667,POINT(41.16667 2.25),2.25,Kidnap-killing,Kidnapping,Gedo,0,1,0,2.25,41.16667,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,14.08333 -14.06667),-14.06667),Quilengues,Angola,AO,1/1/2000,3 INGO national staff killed and 2 wounded in ambush near the town of Quilengues.,102,14.08333,POINT(14.08333 -14.06667),-14.06667,Unknown,Other,Huila,0,0,5,-14.06667,14.08333,5,0,0,3,5,2
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,43.307505 33.4205927),33.4205927),Ramadi,Iraq,IQ,12/12/2010,3 national staff of an INGO were killed by a vehicle-borne improvised explosive device outside the main entrance to the Government Center in Ramadi. INGO victims were not considered the target rather of being in the wrong place at the wrong time.,1039,43.307505,POINT(43.307505 33.4205927),33.4205927,Vehicle-born IED,Explosives,Al-Anbar,0,0,3,33.4205927,43.307505,3,0,0,3,3,0
Non-state armed group: National,Non-state armed group,Individual attack,Individual attack,66 37),37),,Afghanistan,AF,8/21/2010,"1 national staff of an INGO killed. Information suggests he was killed by Taliban, due to his involvement in a project for local militia, which is a government project established to empower the local community to look after their own security.",1040,66,POINT(66 37),37,Unknown,Other,Jowzjan,0,1,0,37,66,1,0,0,1,1,0
Non-state armed group: Unknown,Non-state armed group,Raid,Raid,69.1624302 34.5197058),34.5197058),,Afghanistan,AF,2/26/2010,"1 INGO national staff member was critically injured when suspected members of armed opposition groups launched an attack on the Noor Guest House, Park Residence Guest House and Safi Landmark Hotel in Kabul",1041,69.1624302,POINT(69.1624302 34.5197058),34.5197058,Unknown,Other,Kabul,0,0,1,34.5197058,69.1624302,1,0,0,0,1,1
Unknown,Unknown,Individual attack,Individual attack,44.4 -23.2),-23.2),"Toliara, Ifotaka-Ebelo",Madagascar,MG,4/14/2010,"A national INGO staff member working in the area of Ifotaka-Ebelo was attacked with knives. The attackers failed to steal his bag, but he was beaten violently on his head and face.",1042,44.4,POINT(44.4 -23.2),-23.2,Bodily assault,Bodily assault,Atsimo-Andrefana,0,1,0,-23.2,44.4,1,0,0,0,1,1
Unknown,Unknown,Raid,Raid,43.66667 -23.35),-23.35),Toliara,Madagascar,MG,5/23/2010,"A national INGO staff was attacked at his home, located in Analapatsy, by six armed bandits armed with guns, swords and an axe. He has beaten and some money was stolen by the bandits.",1043,43.66667,POINT(43.66667 -23.35),-23.35,Bodily assault,Bodily assault,Atsimo-Andrefana,0,1,0,-23.35,43.66667,1,0,0,0,1,1
Unknown,Unknown,Individual attack,Individual attack,15.3125974 -4.3217055),-4.3217055),Kinshasa,DR Congo,CD,10/15/2010,"An INGO local employee, accompanied by his siblings, was attacked by a group armed with knives, and robbed. The employee was hit with a machete on his hand and his fingers suffered major injuries.",1044,15.3125974,POINT(15.3125974 -4.3217055),-4.3217055,Bodily assault,Bodily assault,Kinshasa,0,1,0,-4.3217055,15.3125974,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,65.71013 31.61332),31.61332),Qasem Pul,Afghanistan,AF,12/29/2010,"A local national employed by an NGO was shot in the head while in his vehicle. The victim received medical attention. There are no indications that this shooting was carried out by AOG, or is related to the victim's status as an NGO employee. The true motive for this shooting, as yet unconfirmed, may be related to personal disputes.",1045,65.71013,POINT(65.71013 31.61332),31.61332,Shooting,Shooting,Kandahar,0,1,0,31.61332,65.71013,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,18.3396815 13.212495),13.212495),Ati,Chad,TD,10/17/2010,1 national staff (driver) of an INGO was severely beaten during an ambush on the road.,1046,18.3396815,POINT(18.3396815 13.212495),13.212495,Bodily assault,Bodily assault,Batha,0,1,0,13.212495,18.3396815,1,0,0,0,1,1
Unknown,Unknown,Raid,Raid,35.16222661 -15.69383135),-15.69383135),Chiradzulu,Malawi,MW,12/8/2010,2 national staff beaten and injured during a raid on an INGO compound. Attack may have been related to a robbery.,1047,35.16222661,POINT(35.16222661 -15.69383135),-15.69383135,Bodily assault,Bodily assault,Southern,0,0,2,-15.69383135,35.16222661,2,0,0,0,2,2
Unknown,Unknown,Ambush,Ambush,28.75 -0.66667),-0.66667),Kisheshe/ Nyanzale,DR Congo,CD,9/23/2010,1 national staff (driver) wounded when the INGO vehicle he was driving was shot at on the road.,1048,28.75,POINT(28.75 -0.66667),-0.66667,Shooting,Shooting,North Kivu,0,1,0,-0.66667,28.75,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,40.489673 9.145),9.145),,Ethiopia,ET,2/1/2000,1 INGO national staff killed and 1 international staff wounded when vehicle ambushed.,103,40.489673,POINT(40.489673 9.145),9.145,Unknown,Other,,0,0,2,9.145,40.489673,2,1,0,1,1,1
Unknown,Unknown,Mob violence,Other,72.31976 30.86017),30.86017),Layyah,Pakistan,PK,9/19/2010,"2 national staff became unconscious when they were hit on their heads with batons during a riot that broke out with around 1000 people in an attempt to loot food items, during a food distribution.",1049,72.31976,POINT(72.31976 30.86017),30.86017,Bodily assault,Bodily assault,Punjab,0,0,2,30.86017,72.31976,2,0,0,0,2,2
Unknown,Unknown,Ambush,Ambush,24.883333 12.05),12.05),Nyala,Sudan,SD,8/2/2010,1 UN agency national staff (driver) shot at in the right hand during an ambush of two vehicles carrying INGO and UN agency staff.,1050,24.883333,POINT(24.883333 12.05),12.05,Shooting,Shooting,South Darfur,0,1,0,12.05,24.883333,1,0,0,0,1,1
Unknown,Unknown,Raid,Raid,35.16222661 -15.69383135),-15.69383135),Chiradzulu,Malawi,MW,6/15/2010,1 national staff beaten and tied up during an attack on an INGO office that involved robbery.,1051,35.16222661,POINT(35.16222661 -15.69383135),-15.69383135,Bodily assault,Bodily assault,Southern,0,0,1,-15.69383135,35.16222661,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,28.75 -0.66667),-0.66667),Rutshuru,DR Congo,CD,12/17/2010,"2 drivers from an INGO beaten and threatened with death during an attack on their organisation's vehicle, in which goods and money were stolen.",1052,28.75,POINT(28.75 -0.66667),-0.66667,Bodily assault,Bodily assault,North Kivu,0,2,0,-0.66667,28.75,2,0,0,0,2,2
Unknown,Unknown,Raid,Raid,73.093146 33.729388),33.729388),Islamabad,Pakistan,PK,10/29/2010,1 night watchman attacked during an incursion on an INGO office at night.,1053,73.093146,POINT(73.093146 33.729388),33.729388,Unknown,Other,Federal Capital Territory,0,1,0,33.729388,73.093146,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,-10.7846261 8.4631769),8.4631769),Koidu-Sefadu,Sierra Leone,SL,10/17/2010,"1 local employee of an INGO was attacked at night while she traveled in a commercial vehicle. Men attacked her with knives and sticks, stole valuables, and took her to an isolated location for around 3 hours. She was hospitalised for injuries.",1054,-10.7846261,POINT(-10.7846261 8.4631769),8.4631769,Bodily assault,Bodily assault,Eastern,1,0,0,8.4631769,-10.7846261,1,0,0,0,1,1
Criminal,Criminal,Individual attack,Individual attack,89.44492672 22.81513955),22.81513955),,Bangladesh,BD,8/7/2010,1 local employee of an INGO was given food to eat by criminals traveling in the guise of passengers while on a bus. He became unconscious and had to be hospitalised. His mobile phone and cash were stolen.,1055,89.44492672,POINT(89.44492672 22.81513955),22.81513955,Unknown,Other,Khulna,0,1,0,22.81513955,89.44492672,1,0,0,0,1,1
Unknown,Unknown,Raid,Raid,25.08565623 11.329444),11.329444),,Sudan,SD,6/29/2010,1 guard for an INGO was shot in the hand and shoulder while guarding a child-friendly space in an IDP camp. The perpetrator had tried to steal chairs. Mershing - Tom kiter IDP camp,1056,25.08565623,POINT(25.08565623 11.329444),11.329444,Shooting,Shooting,South Darfur,0,1,0,11.329444,25.08565623,1,0,0,0,1,1
Unknown,Unknown,Raid,Raid,37 -0.75),-0.75),"Olenton, Nyeri",Kenya,KE,2/18/2010,"1 guard for an INGO was hospitalised after being hacked with machetes by a gang of thieves when they attacked the organisation's office at night during a black out. They demanded to be shown where the motorbikes were, and attacked the guard when they could not find them immediately.",1057,37,POINT(37 -0.75),-0.75,Bodily assault,Bodily assault,Central,0,1,0,-0.75,37,1,0,0,0,1,1
Unknown,Unknown,Individual attack,Individual attack,67.019108 30.1898249),30.1898249),,Pakistan,PK,11/16/2010,1 doctor who heads a national NGO was attacked and killed in his office. Motivation unknown. Date is approximate only.,1058,67.019108,POINT(67.019108 30.1898249),30.1898249,Unknown,Other,Balochistan,0,1,0,30.1898249,67.019108,1,0,0,1,1,0
Unknown,Unknown,Individual attack,Individual attack,36.803277 -1.256975),-1.256975),Nairobi,Kenya,KE,2/22/2000,"1 IFI international (Netherlands) staff shot and killed in Nairobi, Feb 22.",104,36.803277,POINT(36.803277 -1.256975),-1.256975,Shooting,Shooting,Nairobi,0,1,0,-1.256975,36.803277,1,1,0,1,0,0
Non-state armed group: Regional,Non-state armed group,Unknown,Other,32.5813539 0.3177137),0.3177137),,Uganda,UG,7/11/2010,"1 international (American) who was working with an INGO was killed when a bomb exploded on a rugby field in Kampala, during the bombings that took place during the World Cup.",1059,32.5813539,POINT(32.5813539 0.3177137),0.3177137,Body-borne IED,Explosives,Central,0,0,1,0.3177137,32.5813539,1,1,0,1,0,0
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,44 7),7),Gerbo,Ethiopia,ET,6/18/2010,Staff member (driver) was shot and injured in a cross fire between rebel Ogaden National Liberation Front (ONLF) fighters and Ethiopian Defence Forces (EDF).,1060,44,POINT(44 7),7,Shooting,Shooting,Korahe,0,1,0,7,44,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,13.3934527 9.3070698),9.3070698),,Cameroon,CM,5/18/2010,Staff member (driver) was injured in an ambush.,1061,13.3934527,POINT(13.3934527 9.3070698),9.3070698,Unknown,Other,Garoua,0,1,0,9.3070698,13.3934527,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,29.93292 10.53018),10.53018),El Obeid,Sudan,SD,4/27/2010,A contracted truck was attacked by armed men. One escort detail was killed; driver and truck owner injured.,1062,29.93292,POINT(29.93292 10.53018),10.53018,Unknown,Other,North Kordofan,0,3,0,10.53018,29.93292,3,0,0,1,3,2
Unknown,Unknown,Ambush,Ambush,68.71346 34.00037),34.00037),,Afghanistan,AF,10/16/2010,A driver of a contracted truck was killed in an ambush,1063,68.71346,POINT(68.71346 34.00037),34.00037,Unknown,Other,Wardak,0,1,0,34.00037,68.71346,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,22.7402454 13.1909231),13.1909231),Sisi,Sudan,SD,10/18/2010,A contracted truck was attacked on the road and the driver's assistant killed.,1065,22.7402454,POINT(22.7402454 13.1909231),13.1909231,Unknown,Other,West Darfur,0,1,0,13.1909231,22.7402454,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,29.4917691 14.5844444),14.5844444),Nyin-Abaar,Sudan,SD,6/5/2010,A contracted truck was attacked when it broke down and the driver's assistant was killed. The driver was injured.,1066,29.4917691,POINT(29.4917691 14.5844444),14.5844444,Unknown,Other,North Kordofan,0,2,0,14.5844444,29.4917691,2,0,0,1,2,1
Unknown,Unknown,Ambush,Ambush,45.35 2.033333),2.033333),Mogadishu,Somalia,SO,11/25/2010,A vehicle hired by a UN agency was shot at and the driver was injured while picking up staff from the airport.,1067,45.35,POINT(45.35 2.033333),2.033333,Shooting,Shooting,Banadir,0,1,0,2.033333,45.35,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,68.04579 34.75921),34.75921),Jandar Bazar,Afghanistan,AF,11/1/2010,A convoy of contracted trucks came under attack and two drivers were injured.,1068,68.04579,POINT(68.04579 34.75921),34.75921,Unknown,Other,Bamyan,0,2,0,34.75921,68.04579,2,0,0,0,2,2
Unaffiliated,Unknown,Ambush,Ambush,39 8),8),Rayitu,Ethiopia,ET,3/23/2010,A convoy of contracted trucks was attacked with rudimentary weapons by the Oromo clan and food looted while on the road through Oromo territory; two drivers were slightly injured.,1069,39,POINT(39 8),8,Bodily assault,Bodily assault,Arsi,0,2,0,8,39,2,0,0,0,2,2
Unknown,Unknown,Ambush,Ambush,30.0615075 -1.9508511),-1.9508511),Kigali,Rwanda,RW,3/4/2000,"1 UN international (Liberian) staff shot and killed by unknown assailant while sitting in their car in Kigali, March 4.",105,30.0615075,POINT(30.0615075 -1.9508511),-1.9508511,Shooting,Shooting,Kigali,0,1,0,-1.9508511,30.0615075,1,1,0,1,0,0
Unknown,Unknown,Ambush,Ambush,-72.335 18.53917),18.53917),Morne Cabrit,Haiti,HT,10/13/2010,A convoy of contracted trucks was attacked. Two drivers were shot and injured.,1070,-72.335,POINT(-72.335 18.53917),18.53917,Shooting,Shooting,West,0,2,0,18.53917,-72.335,2,0,0,0,2,2
Unknown,Unknown,Ambush,Ambush,-72.20417 19.75778),19.75778),Cap Haitien,Haiti,HT,11/11/2010,A contracted truck was attacked by 12 unidentified perpetrators. Food stolen and driver injured.,1071,-72.20417,POINT(-72.20417 19.75778),19.75778,Unknown,Other,North,0,1,0,19.75778,-72.20417,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,34.584167 2.020556),2.020556),,Uganda,UG,9/24/2010,A contracted truck was attacked by armed warriors and the driver's assistant injured.,1072,34.584167,POINT(34.584167 2.020556),2.020556,Unknown,Other,Karamoja,0,1,0,2.020556,34.584167,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,43.403557 16.308528),16.308528),Sa'dah,Yemen,YE,1/20/2010,A UN-contracted truck driver was attacked while on the road and seriously injured.,1073,43.403557,POINT(43.403557 16.308528),16.308528,Unknown,Other,Sa'dah,0,1,0,16.308528,43.403557,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,44.184304 15.337484),15.337484),Amanat Al Asimah,Yemen,YE,11/26/2010,"A convoy of contracted trucks was attacked, one driver injured and food looted.",1074,44.184304,POINT(44.184304 15.337484),15.337484,Unknown,Other,Sana'a,0,1,0,15.337484,44.184304,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,43.94099815 15.654815),15.654815),,Yemen,YE,7/3/2010,A UN-contracted truck was attacked and food looted. A driver's assistant was injured.,1075,43.94099815,POINT(43.94099815 15.654815),15.654815,Unknown,Other,Amran,0,1,0,15.654815,43.94099815,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Ambush,Ambush,62.2164003 34.3508273),34.3508273),Herat,Afghanistan,AF,10/17/2010,Two UN-contracted staff members were abducted by a group of militants while returning from a mission. One employee was released on 28 Oct while the other was released on 4 Nov; both unharmed.,1076,62.2164003,POINT(62.2164003 34.3508273),34.3508273,Kidnapping,Kidnapping,Herat,0,0,2,34.3508273,62.2164003,2,0,2,0,2,0
Unknown,Unknown,Individual attack,Individual attack,42 3),3),,Somalia,SO,12/27/2009,The head of a local NGO was shot and killed by unidentified gunmen in his house overnight. The man had just returned from a trip to Nairobi. Motive unclear.,1077,42,POINT(42 3),3,Shooting,Shooting,Gedo,0,1,0,3,42,1,0,0,1,1,0
Unknown,Unknown,Individual attack,Individual attack,44.5937239 1.8427539),1.8427539),,Somalia,SO,4/27/2010,A local NGO officer was shot and killed by unidentified gunmen. The NGO supplied water for displaced people. The deceased man was also a former administrator of a telecommunications company.,1078,44.5937239,POINT(44.5937239 1.8427539),1.8427539,Shooting,Shooting,Lower Shabelle,0,1,0,1.8427539,44.5937239,1,0,0,1,1,0
Non-state armed group: Unknown,Non-state armed group,Ambush,Ambush,47 5),5),,Somalia,SO,11/13/2010,A driver contracted by a UN agency was shot and killed and food aid was looted. The incident was apparently linked to a clan dispute.,1079,47,POINT(47 5),5,Shooting,Shooting,Galguduud,0,1,0,5,47,1,0,0,1,1,0
Unknown,Unknown,Unknown,Other,21.1300415 42.6371194),42.6371194),Pristina,Kosovo,XK,3/8/2000,1 UN national staff shot and killed in Pristina March 8.,106,21.1300415,POINT(21.1300415 42.6371194),42.6371194,Shooting,Shooting,Pristina,0,1,0,42.6371194,21.1300415,1,0,0,1,1,0
Unknown,Unknown,Individual attack,Individual attack,48 7),7),Gaalkacyo,Somalia,SO,1/3/2011,"A local staff of an INGO was injured when an RCIED exploded near a hotel, injuring 4 people. The attack was thought to be targeted at the Governor. The injured local staff was arrested under suspicion of involvement in the attack.",1080,48,POINT(48 7),7,Vehicle-born IED,Explosives,Mudug,0,0,1,7,48,1,0,0,0,1,1
Unknown,Unknown,Individual attack,Individual attack,69.533301 36.7344674),36.7344674),Taloqan,Afghanistan,AF,1/4/2011,"A national staff of an INGO was shot and wounded by two unknown individuals riding on a motorcycle. The perpetrators approached a group of 5-6 people, including the staff member, as they were walking, and fired a single shot.",1081,69.533301,POINT(69.533301 36.7344674),36.7344674,Shooting,Shooting,Takhar,0,0,1,36.7344674,69.533301,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,66.2426766 35.5532126),35.5532126),Sar-e-Pol,Afghanistan,AF,1/6/2011,The driver of a private car with five NGO staff was lightly wounded when their vehicle did not stop at an illegal checkpoint. He managed to drive away from the scene.,1082,66.2426766,POINT(66.2426766 35.5532126),35.5532126,Unknown,Other,Sar-e Pol,0,1,0,35.5532126,66.2426766,1,0,0,0,1,1
Unknown,Unknown,Raid,Raid,25.08565623 11.329444),11.329444),,Sudan,SD,1/6/2011,"An INGO national staff member was attacked, stabbed and killed by an unknown group at his boarding place.",1083,25.08565623,POINT(25.08565623 11.329444),11.329444,Bodily assault,Bodily assault,South Darfur,0,1,0,11.329444,25.08565623,1,0,0,1,1,0
Non-state armed group: Regional,Non-state armed group,Individual attack,Individual attack,2.1098 13.51366),13.51366),Niamey,Niger,NE,1/7/2011,"An international staff (French) of an INGO was killed along with another French man (not employed by the INGO) less than 24 hours after being kidnapped by suspected members of Al Qaeda in Islamic Maghreb. The two men were dining in a restaurant when they were approached at their table by four armed men. Niger's national guard and a French surveillance plane followed the vehicle and launched an attack, but the kidnapped men were killed.",1084,2.1098,POINT(2.1098 13.51366),13.51366,Kidnap-killing,Kidnapping,Tillaberi,0,1,0,13.51366,2.1098,1,1,0,1,0,0
Unknown,Unknown,Ambush,Ambush,66 28),28),"Tambo Tehsil, Nasirabad Division",Pakistan,PK,1/11/2011,Three national staff of a local NGO (an implementing partner of a UN agency) were kidnapped by unidentified armed men. They were released several days later.,1085,66,POINT(66 28),28,Kidnapping,Kidnapping,Balochistan,0,3,0,28,66,3,0,3,0,3,0
Unknown,Unknown,Individual attack,Individual attack,22.6574884 13.4263009),13.4263009),El Geneina (near),Sudan,SD,1/13/2011,Three Bulgarian air crew members working for a private company contracted by a UN humanitarian agency were abducted upon landing on the helipad. There were released six months later on 6 June 2012.,1086,22.6574884,POINT(22.6574884 13.4263009),13.4263009,Kidnapping,Kidnapping,West Darfur,0,0,3,13.4263009,22.6574884,3,3,3,0,0,0
Unknown,Unknown,Ambush,Ambush,66.72068 29.79455),29.79455),Ghanja Dori,Pakistan,PK,1/25/2011,Two workers for a local NGO (a driver and a female staff) were shot and killed on the spot while traveling 50 km from the provincial metropolois.,1087,66.72068,POINT(66.72068 29.79455),29.79455,Shooting,Shooting,Balochistan,1,1,0,29.79455,66.72068,2,0,0,2,2,0
Unknown,Unknown,Individual attack,Individual attack,69.17139 35.01361),35.01361),,Afghanistan,AF,1/27/2011,"A local female staff of an INGO engaged in education and microfinance was approached by two men on motorcycles, and killed on her way to a project location. The attackers fled the scene immediately afterwards. The victim was a 12th grade student in a local high-school, employed part-time as the INGO teacher trainer for a longer-term training program. The attackers targeted the said INGO staff member, possibly because of her involvement with women's programming.",1088,69.17139,POINT(69.17139 35.01361),35.01361,Unknown,Other,Parvan,1,0,0,35.01361,69.17139,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,70.1932137 34.2482128),34.2482128),,Afghanistan,AF,2/1/2011,"Two days after the attack, the body of an NGO staff member was found by local villagers. It appears that the staff member was traveling on his motorcycle towards his home village when he was abducted and killed execution-style. Motivation for the killing was not established.",1089,70.1932137,POINT(70.1932137 34.2482128),34.2482128,Kidnap-killing,Kidnapping,Nangarhar,0,1,0,34.2482128,70.1932137,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,29.4917691 14.5844444),14.5844444),,Sudan,SD,3/1/2000,1 INGO national staff killed in ambush.,107,29.4917691,POINT(29.4917691 14.5844444),14.5844444,Unknown,Other,,0,1,0,14.5844444,29.4917691,1,0,0,1,1,0
Unknown,Unknown,Raid,Raid,64.2833366 35.6854469),35.6854469),,Afghanistan,AF,2/18/2011,At least two guards were beaten and left in a ditch when three armed men broke into an INGO communications center.,1090,64.2833366,POINT(64.2833366 35.6854469),35.6854469,Bodily assault,Bodily assault,Faryab,0,2,0,35.6854469,64.2833366,2,0,0,0,2,2
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,70.448678 34.430247),34.430247),Jalalabad,Afghanistan,AF,2/19/2011,"A local employee of an INGO was among those killed during a sustained firefight between armed opposition groups and ANP and IMF forces. Several dozen people were killed during the attack at Kabul Bank, where the INGO employee had gone to collect his salary.",1091,70.448678,POINT(70.448678 34.430247),34.430247,Shooting,Shooting,Nangarhar,0,1,0,34.430247,70.448678,1,0,0,1,1,0
Non-state armed group: Subnational,Non-state armed group,Raid,Raid,47.827913 7.644954),7.644954),Burtinle,Somalia,SO,2/20/2011,A national staff from an INGO was abducted by pirates at his residence in the evening. The abduction is reportedly related to private matters.,1092,47.827913,POINT(47.827913 7.644954),7.644954,Kidnapping,Kidnapping,Nugal,0,1,0,7.644954,47.827913,1,0,1,0,1,0
Non-state armed group: National,Non-state armed group,Individual attack,Individual attack,64.37161 31.59382),31.59382),Lashkar Gah,Afghanistan,AF,2/23/2011,A local employee of an INGO was wounded when he was shot by two members of an armed opposition group riding on motorcycle. The attack is thought to be related to the type of activity the INGO undertakes.,1093,64.37161,POINT(64.37161 31.59382),31.59382,Shooting,Shooting,Helmand,0,1,0,31.59382,64.37161,1,0,0,0,1,1
Unaffiliated,Unknown,Individual attack,Individual attack,68.65967 35.61527),35.61527),Dushi,Afghanistan,AF,3/12/2011,A national staff of a local NGO was killed most likely as a result of a confrontation with individuals with whom he was involved in a personal dispute. The death is not thought to be linked to his affiliation with an NGO.,1094,68.65967,POINT(68.65967 35.61527),35.61527,Unknown,Other,Baghlan,0,1,0,35.61527,68.65967,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,71.13333 34.95),34.95),,Afghanistan,AF,4/5/2011,Three NGO staff received moderate to severe gunshot wounds when their vehicle was stopped by a group of gunmen who quickly opened fire on their vehicle.,1095,71.13333,POINT(71.13333 34.95),34.95,Shooting,Shooting,Konar,0,0,3,34.95,71.13333,3,0,0,0,3,3
Unknown,Unknown,Ambush,Ambush,29.13779 -3.39534),-3.39534),Ngomo,DR Congo,CD,4/10/2011,"Two staff (one national, one international) were wounded when unidentified armed men in military uniforms attacked and looted an INGO vehicle.",1096,29.13779,POINT(29.13779 -3.39534),-3.39534,Unknown,Other,South Kivu,0,0,2,-3.39534,29.13779,2,1,0,0,1,2
Unknown,Unknown,Ambush,Ambush,32.4 7.4),7.4),Pajut,Sudan,SD,4/22/2011,A national staff of a UN agency was wounded when the convoy he was traveling with was ambushed by unknown armed elements wearing military uniforms.,1097,32.4,POINT(32.4 7.4),7.4,Unknown,Other,Jonglei,0,1,0,7.4,32.4,1,0,0,0,1,1
Unknown,Unknown,Raid,Raid,69.9689529 34.2167554),34.2167554),Kabul (District 5),Afghanistan,AF,4/22/2011,A local staff member of a local NGO was shot and killed by unknown armed men as he was exiting his home.,1098,69.9689529,POINT(69.9689529 34.2167554),34.2167554,Shooting,Shooting,Kabul,0,1,0,34.2167554,69.9689529,1,0,0,1,1,0
Non-state armed group: Unknown,Non-state armed group,Ambush,Ambush,-4.01266 5.30966),5.30966),"Anyama, near Abidjan",Cote D'Ivoire,CI,3/29/2011,"A local staff, the head of an INGO, was kidnapped by an armed group while he was headed to a suburb of Abidjan to evacuate staff after violent clashes in that area. He was released two days later.",1099,-4.01266,POINT(-4.01266 5.30966),5.30966,Kidnapping,Kidnapping,Abidjan,0,1,0,5.30966,-4.01266,1,0,1,0,1,0
Unknown,Unknown,Unknown,Other,29.1375509 -3.4055866),-3.4055866),Uvira,DR Congo,CD,4/4/2000,"1 INGO national staff shot and killed in Uvira, April 4.",108,29.1375509,POINT(29.1375509 -3.4055866),-3.4055866,Shooting,Shooting,South Kivu,0,1,0,-3.4055866,29.1375509,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,32.356095 7.181962),7.181962),,Sudan,SD,4/23/2011,A national staff of a UN agency was killed during an attack by armed assailants while traveling on duty.,1100,32.356095,POINT(32.356095 7.181962),7.181962,Unknown,Other,Jonglei,0,1,0,7.181962,32.356095,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Ambush,Ambush,29.788925 8.927721),8.927721),,Sudan,SD,4/19/2011,"Two national staff (drivers) of a UN agency went missing after their vehicle was comandeered by SPLA and were forced to drive, carrying SPLA soldiers, into an area of active conflict.",1101,29.788925,POINT(29.788925 8.927721),8.927721,Kidnapping,Kidnapping,Unity,0,2,0,8.927721,29.788925,2,0,2,0,2,0
Unknown,Unknown,Ambush,Ambush,44.795 8.53056),8.53056),Jijiga (near),Ethiopia,ET,5/13/2011,"One UN driver was killed, another staff wounded, and two staff captured when their UN agency vehicle was attacked by gunmen, in an area where pro-government forces are engaged in counter-insurgency operations against the ONLF. Each side blamed the other for the attack. UPDATE: the 2 kidnapped individuals were released on 30 June.",1102,44.795,POINT(44.795 8.53056),8.53056,Kidnapping,Kidnapping,Jarar,0,1,3,8.53056,44.795,4,0,2,1,4,1
Unknown,Unknown,Unknown,Other,-7.3887946 4.5897813),4.5897813),Du (Near),Cote D'Ivoire,CI,3/28/2011,"A national staff of an INGO was killed in unknown circumstances, during violence in the western part of the country, while on leave to attend to family matters.",1103,-7.3887946,POINT(-7.3887946 4.5897813),4.5897813,Unknown,Other,Tabou,0,1,0,4.5897813,-7.3887946,1,0,0,1,1,0
Unknown,Unknown,Raid,Raid,22.4452278 13.4435),13.4435),El Geneina,Sudan,SD,1/28/2009,"One INGO guard was tied up by rope and beaten by unknown armed men who had jumped over the perimeter fence of an INGO office. The men stole radios, tires and chairs, and threatened the guards.",1104,22.4452278,POINT(22.4452278 13.4435),13.4435,Bodily assault,Bodily assault,West Darfur,0,1,0,13.4435,22.4452278,1,0,0,0,1,1
